,Unnamed: 0.1,Unnamed: 0,appid,name,release_date,developers,publishers,categories,genres,estimated_owners,average_playtime_forever,average_playtime_2weeks,median_playtime_forever,median_playtime_2weeks,peak_ccu,tags,pct_pos_total,num_reviews_total,'360 Video'],'Accounting','Accounting'],'Action','Action'],'Adventure','Adventure'],'Animation & Modeling','Animation & Modeling'],'Audio Production','Audio Production'],'Casual','Casual'],'Design & Illustration','Design & Illustration'],'Documentary','Early Access','Early Access'],'Education','Education'],'Episodic','Free To Play','Free To Play'],'Game Development','Game Development'],'Gore','Gore'],'Indie','Indie'],'Massively Multiplayer','Massively Multiplayer'],'Movie','Movie'],'Nudity','Photo Editing','Photo Editing'],'RPG','RPG'],'Racing','Racing'],'Short','Simulation','Simulation'],'Software Training','Software Training'],'Sports','Sports'],'Strategy','Strategy'],'Tutorial','Utilities','Utilities'],'Video Production','Video Production'],'Violent','Web Publishing','Web Publishing'],['Accounting',['Accounting'],['Action',['Action'],['Adventure',['Adventure'],['Animation & Modeling',['Animation & Modeling'],['Audio Production',['Audio Production'],['Casual',['Casual'],['Design & Illustration',['Design & Illustration'],['Early Access',['Early Access'],['Education',['Education'],['Free To Play',['Free To Play'],['Game Development',['Game Development'],['Gore',['Indie',['Indie'],['Massively Multiplayer',['Massively Multiplayer'],['Nudity',['Photo Editing',['Photo Editing'],['RPG',['RPG'],['Racing',['Racing'],['Sexual Content',['Simulation',['Simulation'],['Software Training',['Software Training'],['Sports',['Sports'],['Strategy',['Strategy'],['Utilities',['Utilities'],['Video Production',['Video Production'],['Violent',['Violent'],['Web Publishing'],[],360 Video,Accounting,Action,Adventure,Animation & Modeling,Audio Production,Casual,Design & Illustration,Documentary,Early Access,Education,Episodic,Free To Play,Game Development,Gore,Indie,Massively Multiplayer,Movie,Nudity,Photo Editing,RPG,Racing,Sexual Content,Short,Simulation,Software Training,Sports,Strategy,Tutorial,Utilities,Video Production,Violent,Web Publishing,title_clean,playtime_hours,fuzzy_match,title_clean_fuzzy,playtime_hours_fuzzy,time_to_beat,bayesian_score,completion_rate_avg,completion_rate_median,playtime_deviation,engagement_ratio,is_frequently_completed
2372,2372,6146,284770,Enigmatis 2: The Mists of Ravenwood,2014-06-05,['Artifex Mundi'],['Artifex Mundi'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual']",100000 - 200000,150,0,190,0,11,"{'Hidden Object': 143, 'Adventure': 92, 'Casual': 89, 'Puzzle': 86, 'Point & Click': 85, 'Horror': 60, 'Female Protagonist': 58, 'Mystery': 45, 'Singleplayer': 37, 'Story Rich': 32, 'Atmospheric': 30, 'Detective': 25, 'Fantasy': 20, 'Indie': 17, '2D': 15, 'Great Soundtrack': 15, 'Family Friendly': 14}",97,1026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,enigmatis 2: the mists of ravenwood,4.15,,,,4.15,96.2253307684219,0.6024096385542168,0.7630522088353413,-40,0.6024096385542168,1
2375,2375,6160,940680,The Textorcist: The Story of Ray Bibbia,2019-02-14,['MorbidWare'],['Headup'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Indie']",200000 - 500000,137,0,137,0,0,"{'Indie': 71, 'Action': 67, 'Bullet Hell': 42, 'Typing': 40, 'Difficult': 37, 'Pixel Graphics': 35, 'Great Soundtrack': 22, 'Singleplayer': 21, 'Demons': 21, 'Retro': 20, '2D': 19, 'Funny': 15, 'Gore': 14, 'Dark Humor': 13, 'Story Rich': 12, 'GameMaker': 10, 'Atmospheric': 10, 'Beautiful': 9, 'Text-Based': 5}",86,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the textorcist: the story of ray bibbia,4.0,,,,4.0,85.73475763032926,0.5708333333333333,0.5708333333333333,0,0.5708333333333333,0
2378,2378,6165,654900,qop,2017-07-13,['Quiet River'],['Quiet River'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie']",50000 - 100000,145,0,218,0,4,"{'Puzzle': 117, 'Casual': 110, 'Indie': 106, '2D': 89, 'Minimalist': 86, 'Relaxing': 79, 'Singleplayer': 77, 'Difficult': 75, 'Short': 71, 'Atmospheric': 55, 'Souls-like': 48, '3D Platformer': 45, 'Lovecraftian': 44, 'Collectathon': 41, 'Cute': 33, 'Family Friendly': 31, 'Trading Card Game': 31, 'Funny': 23, 'Psychological': 19, 'Nudity': 5}",91,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,qop,0.67,,,,0.67,90.50089420656872,1.0,1.0,-73,3.606965174129353,1
2382,2382,6172,748300,Treasure Hunter Simulator,2018-12-06,['DRAGO entertainment'],['DRAGO entertainment'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'Simulation']",200000 - 500000,85,0,107,0,8,"{'Simulation': 69, 'Indie': 46, 'First-Person': 40, 'Casual': 35, 'Atmospheric': 34, 'Exploration': 33, 'Singleplayer': 31, 'Walking Simulator': 29, 'Relaxing': 23, 'Great Soundtrack': 21, 'Open World': 20, 'Sandbox': 19, 'Adventure': 18, 'Family Friendly': 18, 'Silent Protagonist': 18, 'Multiplayer': 13, 'Immersive Sim': 11, 'Management': 10, 'Realistic': 9}",61,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,treasure hunter simulator,8.86,,,,8.86,61.90576935972068,0.1598946576373213,0.2012791572610986,-22,0.1598946576373213,0
2383,2383,6173,63940,Men of War: Vietnam,2011-09-08,['Fulqrum Publishing'],['Fulqrum Publishing'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",['Strategy'],200000 - 500000,132,0,124,0,8,"{'Strategy': 94, 'War': 37, 'Tactical': 35, 'RTS': 34, 'Real Time Tactics': 28, 'Historical': 28, 'Co-op': 27, 'Singleplayer': 27, 'Action': 24, 'Multiplayer': 23, 'Military': 18, 'Cold War': 15, 'FPS': 7}",64,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,men of war: vietnam,10.64,,,,10.64,64.76518829130455,0.2067669172932331,0.1942355889724311,8,0.2067669172932331,0
2390,2390,6195,666570,Infectonator 3: Apocalypse,2018-05-10,['Toge Productions'],['Armor Games Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",100000 - 200000,1380,0,1380,0,8,"{'Outbreak Sim': 95, 'Indie': 83, 'Zombies': 79, 'Strategy': 76, 'Simulation': 75, 'Singleplayer': 61, 'Pixel Graphics': 58, 'Difficult': 54, 'Action': 44, 'Comedy': 43, 'Funny': 42, 'Villain Protagonist': 42, 'Replay Value': 40, 'Dark Humor': 38, 'Tactical': 31, 'Survival': 29, 'Memes': 29, 'Post-apocalyptic': 20, 'Rogue-like': 18, 'Casual': 16}",82,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,infectonator 3: apocalypse,5.5,,,,5.5,81.92118481775657,1.0,1.0,0,4.181818181818182,1
2391,2391,6197,296570,Lords of Xulima,2014-11-14,['Numantian Games'],['Numantian Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']",['RPG'],50000 - 100000,1176,0,2215,0,16,"{'RPG': 98, 'Turn-Based': 66, 'Indie': 35, 'Fantasy': 34, 'Singleplayer': 30, 'Adventure': 28, 'Strategy': 25, 'Kickstarter': 21, 'Isometric': 21, 'CRPG': 17, 'Party-Based RPG': 14, 'Old School': 8, 'Turn-Based Combat': 8, 'Difficult': 7}",79,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,lords of xulima,46.48,,,,46.48,79.06281276637237,0.4216867469879519,0.7942484222604704,-1039,0.4216867469879519,1
2392,2392,6199,351490,Intergalactic Bubbles,2015-05-29,['Hellscape Games'],['Hellscape Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Casual', 'Indie']",200000 - 500000,186,0,221,0,3,"{'Casual': 51, 'Indie': 37, 'Puzzle': 34, 'Singleplayer': 20, 'Arcade': 16, ""Shoot 'Em Up"": 14, 'Family Friendly': 11, 'Match 3': 10, 'Space': 9, 'Retro': 9, 'Strategy': 5}",79,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,intergalactic bubbles,9.37,,,,9.37,79.06281276637237,0.33084311632870866,0.3930985414443259,-35,0.33084311632870866,0
2394,2394,6205,328760,SanctuaryRPG: Black Edition,2015-02-13,['Black Shell Media'],['Plug In Digital'],"['Single-player', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",100000 - 200000,166,0,299,0,5,"{'RPG': 98, 'Indie': 78, 'Text-Based': 69, 'Retro': 67, 'Action Roguelike': 66, 'Adventure': 58, 'Rogue-like': 51, 'Great Soundtrack': 49, 'Dungeon Crawler': 39, 'Rogue-lite': 38, 'Strategy': 35, 'Loot': 32, 'Action': 30, 'Casual': 27, 'Strategy RPG': 25, 'Singleplayer': 12, 'Turn-Based': 10, 'Funny': 7, 'Pixel Graphics': 5}",92,1007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,sanctuaryrpg: black edition,11.17,,,,11.17,91.4479242259432,0.24768725753506415,0.44613548194568786,-133,0.24768725753506415,0
2397,2397,6214,1036950,Super Jigsaw Puzzle: Generations,2019-04-04,['Flat Cat Games'],['Flat Cat Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Casual', 'Indie', 'Strategy', 'Free To Play']",100000 - 200000,247,0,247,0,132,"{'Family Friendly': 285, 'Free to Play': 275, 'Puzzle': 273, 'Tabletop': 262, 'Solitaire': 254, 'Replay Value': 252, 'Minimalist': 247, 'GameMaker': 246, 'Singleplayer': 244, 'Casual': 243, 'Relaxing': 236, 'Indie': 235, 'Difficult': 227, 'Board Game': 224, 'Atmospheric': 216, 'Time Management': 212, 'Stylized': 205, 'Funny': 202, 'Crafting': 197, 'Cute': 194}",95,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,super jigsaw puzzle: generations,3.2,,,,3.2,94.30403786225992,1.0,1.0,0,1.286458333333333,1
2405,2405,6235,2328750,My Little Universe,2023-10-05,['Estoty'],['SayGames'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Simulation']",200000 - 500000,1757,0,2325,0,177,"{'Mining': 591, 'Exploration': 568, 'Dungeon Crawler': 514, 'Sandbox': 505, 'Crafting': 499, 'Survival': 490, 'Character Customization': 486, 'Space': 485, '3D': 482, 'Action': 478, '2.5D': 475, 'Cute': 471, 'Third Person': 469, 'Relaxing': 468, 'Controller': 448, 'Open World': 445, 'Casual': 431, 'Colorful': 421, 'Simulation': 420, 'Minimalist': 413}",90,998,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,my little universe,12.0,,,,12.0,89.53860296452477,1.0,1.0,-568,2.4402777777777778,1
2406,2406,6236,885150,Capcom Beat 'Em Up Bundle,2018-10-10,"['CAPCOM Co., Ltd.']","['CAPCOM Co., Ltd.']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']",['Action'],100000 - 200000,535,0,738,0,8,"{""Beat 'em up"": 92, 'Arcade': 56, 'Action': 55, 'Retro': 40, 'Classic': 37, 'Co-op': 32, 'Pixel Graphics': 26, ""1990's"": 21, '2D': 18, 'Local Co-Op': 13, 'Side Scroller': 12, 'Multiplayer': 12, 'Anime': 7}",86,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,capcom beat 'em up bundle,6.5,,,,6.5,85.7291842472034,1.0,1.0,-203,1.3717948717948718,1
2412,2412,6252,409670,Pink Hour,2015-10-28,['Studio Pixel'],['PLAYISM'],"['Single-player', 'Full controller support', 'Steam Cloud']","['Action', 'Indie', 'Free To Play']",100000 - 200000,33,0,7,0,0,"{'Free to Play': 92, 'Indie': 75, 'Pixel Graphics': 63, 'Action': 59, 'Platformer': 58, '2D': 55, 'Female Protagonist': 43, 'Singleplayer': 39, 'Cute': 38, 'Short': 33, 'Shooter': 31, 'Great Soundtrack': 29, 'Controller': 29, 'Fantasy': 24, 'Difficult': 24, 'Side Scroller': 9}",92,994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pink hour,0.18,,,,0.18,91.44104971917812,1.0,0.6481481481481481,26,3.055555555555556,0
2417,2417,6265,464780,ChuSingura46+1 S,2016-06-21,"['インレ', 'Inre']",['NextNinja'],['Single-player'],"['Adventure', 'Free To Play']",200000 - 500000,3,0,5,0,3,"{'Free to Play': 222, 'Nudity': 214, 'Sexual Content': 162, 'Anime': 141, 'Visual Novel': 138, 'Mature': 114, 'Dating Sim': 73, 'Adventure': 60, 'Hentai': 45, 'Romance': 29, 'Memes': 23, 'Singleplayer': 17, 'Story Rich': 15, 'Historical': 15, 'Action': 6, 'Female Protagonist': 5}",86,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chusingura46+1 s,20.0,,,,20.0,85.72736144886727,0.0025,0.004166666666666667,-2,0.0025,0
2420,2420,6274,706020,Fade to Silence,2019-04-30,['Black Forest Games'],['THQ Nordic'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",['RPG'],50000 - 100000,1176,0,1313,0,1,"{'Survival': 158, 'Open World Survival Craft': 143, 'RPG': 114, 'Open World': 97, 'Crafting': 81, 'Online Co-Op': 65, 'Base-Building': 64, 'Lovecraftian': 57, 'Singleplayer': 55, 'Third Person': 52, 'Co-op': 49, 'Horror': 48, 'Multiplayer': 44, 'Survival Horror': 43, 'Resource Management': 36, 'Post-apocalyptic': 35, 'Snow': 30, 'Action': 26, 'Souls-like': 25, 'Adventure': 23}",62,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fade to silence,41.0,,,,41.0,62.883756901467656,0.4780487804878049,0.5337398373983739,-137,0.4780487804878049,0
2422,2422,6277,235250,Super Sanctum TD,2013-05-09,['Coffee Stain Studios'],['Coffee Stain Publishing'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",200000 - 500000,232,0,347,0,2,"{'Tower Defense': 228, 'Strategy': 146, 'Isometric': 145, 'Singleplayer': 142, 'Retro': 137, 'Casual': 130, '2D': 129, 'Pixel Graphics': 127, 'Difficult': 127, 'Aliens': 123, 'Sci-fi': 121, 'Futuristic': 119, 'Action': 117, 'Indie': 112, 'Top-Down': 48, 'Replay Value': 46, 'Arcade': 44, 'Choices Matter': 39, 'PvE': 37, 'Classic': 32}",85,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,super sanctum td,7.36,,,,7.36,84.77478872403275,0.5253623188405797,0.7857789855072463,-115,0.5253623188405797,1
2425,2425,6287,806510,Her Lie I Tried To Believe,2018-04-02,['Hangover Cat Purrroduction'],['Hangover Cat Purrroduction'],['Single-player'],"['Casual', 'Free To Play', 'Indie']",50000 - 100000,3,0,3,0,0,"{'Sexual Content': 83, 'Free to Play': 70, 'Visual Novel': 62, 'Anime': 45, 'Nudity': 43, 'Indie': 37, 'Psychological': 37, 'Violent': 32, 'Casual': 31, 'Horror': 9, 'Story Rich': 6}",80,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,her lie i tried to believe,1.52,,,,1.52,80.01593020989542,0.03289473684210526,0.03289473684210526,0,0.03289473684210526,0
2430,2430,6298,40400,AI War: Fleet Command,2009-10-21,"['Arcen Games, LLC']","['Arcen Games, LLC']","['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Indie', 'Strategy']",200000 - 500000,237,0,242,0,4,"{'Strategy': 515, 'RTS': 160, 'Space': 153, 'Indie': 118, 'Sci-fi': 109, 'Co-op': 105, '4X': 104, 'Grand Strategy': 101, 'Difficult': 86, 'Tactical': 76, 'Great Soundtrack': 75, 'Singleplayer': 59, 'Multiplayer': 55, 'Tower Defense': 50, 'Simulation': 40, '2D': 37, 'Replay Value': 34, 'Real-Time with Pause': 32, 'Cult Classic': 29, 'Classic': 26}",85,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ai war: fleet command,23.64,,,,23.64,84.7730378103226,0.16708967851099832,0.17061477721376198,-5,0.16708967851099832,0
2432,2432,6302,234390,Teleglitch: Die More Edition,2013-07-24,['Test3 Projects'],['Paradox Interactive'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",500000 - 1000000,93,0,88,0,2,"{'Action Roguelike': 279, 'Rogue-like': 271, 'Indie': 199, 'Top-Down Shooter': 177, 'Difficult': 165, 'Action': 159, 'Perma Death': 140, 'Singleplayer': 126, 'Sci-fi': 116, 'Rogue-lite': 107, 'Top-Down': 99, 'Pixel Graphics': 88, 'Procedural Generation': 83, 'Crafting': 78, 'Survival Horror': 64, 'Horror': 47, 'Retro': 42, 'Survival': 42, 'Shooter': 41, 'Atmospheric': 40}",88,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,teleglitch: die more edition,4.93,,,,4.93,87.6269026330953,0.3144016227180528,0.29749830966869506,5,0.3144016227180528,0
